BEM,Long,Lat,Depth,Year,Mo,Day,Hr,Min,Sec,sigM,Round,Mag,Type,N*
2.83,-111.475,39.505,8.0,2008,6,5,13,7,42.5,0.11800000000000001,0.01,Mpred|Xvar,0.960,
2.83,-111.66799999999999,40.879,4.0,1982,8,29,12,7,54.3,0.225,0.01,Mpred|Xi,0.862,
2.83,-112.819,41.783,5.0,1984,9,11,16,46,8.0,0.225,0.01,Mpred|Xi,0.862,
2.83,-111.383,40.323,5.0,1986,6,28,21,16,24.0,0.225,0.01,Mpred|Xi,0.862,
2.83,-111.61200000000001,41.333999999999996,6.0,1986,12,2,23,3,9.0,0.225,0.01,Mpred|Xi,0.862,
2.83,-114.934,38.394,3.0,1988,1,28,4,20,4.5,0.225,0.01,Mpred|Xi,0.862,
2.83,-114.89399999999999,38.400999999999996,4.0,1988,4,21,19,26,50.8,0.225,0.01,Mpred|Xi,0.862,
2.83,-110.992,40.148,7.0,1988,5,20,20,55,13.7,0.225,0.01,Mpred|Xi,0.862,
2.83,-111.98200000000001,39.188,1.0,1988,7,11,11,46,55.9,0.225,0.01,Mpred|Xi,0.862,
2.83,-112.095,36.501999999999995,2.0,1988,9,6,14,41,32.6,0.225,0.01,Mpred|Xi,0.862,
2.83,-113.20299999999999,37.481,3.0,1989,2,17,15,11,38.7,0.225,0.01,Mpred|Xi,0.862,
2.83,-113.852,37.196,2.0,1989,4,29,18,51,32.9,0.225,0.01,Mpred|Xi,0.862,
2.83,-112.383,41.717,8.0,1989,7,19,0,24,47.7,0.225,0.01,Mpred|Xi,0.862,
2.83,-112.685,38.232,0.0,1990,5,1,14,38,3.8,0.225,0.01,Mpred|Xi,0.862,
2.83,-111.823,38.625,2.0,1991,7,24,11,16,55.1,0.225,0.01,Mpred|Xi,0.862,
2.83,-111.836,38.756,14.0,1992,4,25,17,49,0.5,0.225,0.01,Mpred|Xi,0.862,
2.83,-113.156,37.695,0.0,1992,9,18,7,1,32.0,0.225,0.01,Mpred|Xi,0.862,
2.83,-112.06,42.156000000000006,0.0,1993,4,17,20,31,17.1,0.225,0.01,Mpred|Xi,0.862,
2.83,-111.124,42.803000000000004,1.0,1994,3,16,5,37,25.2,0.225,0.01,Mpred|Xi,0.862,
2.83,-111.109,42.68600000000001,9.0,1994,3,29,20,7,12.7,0.225,0.01,Mpred|Xi,0.862,
2.83,-111.08200000000001,42.596000000000004,1.0,1994,4,7,22,50,58.5,0.225,0.01,Mpred|Xi,0.862,
2.83,-111.09299999999999,42.696000000000005,1.0,1994,4,13,22,1,26.9,0.225,0.01,Mpred|Xi,0.862,
2.83,-112.20200000000001,39.085,0.0,1996,2,1,14,9,40.9,0.225,0.01,Mpred|Xi,0.862,
2.83,-113.03399999999999,37.817,10.0,1998,3,25,16,40,10.1,0.225,0.01,Mpred|Xi,0.862,
2.83,-111.229,43.461999999999996,2.0,1998,7,30,13,38,54.1,0.225,0.01,Mpred|Xi,0.862,
2.83,-114.079,36.8,1.0,1998,11,17,0,6,27.4,0.225,0.01,Mpred|Xi,0.862,
2.83,-113.50200000000001,37.11,2.0,2006,10,29,3,56,15.6,0.225,0.01,Mpred|Xi,0.862,
2.83,-111.58200000000001,38.762,1.0,2004,6,4,21,59,4.6,0.11800000000000001,0.01,Mpred|Xvar,0.960,
2.83,-110.73100000000001,43.148,7.0,2010,9,10,20,52,12.9,0.11800000000000001,0.01,Mpred|Xvar,0.960,
2.83,-112.208,36.485,4.0,2008,5,21,20,28,34.4,0.11800000000000001,0.01,Mpred|Xvar,0.960,
2.83,-111.318,40.319,7.0,1994,9,30,18,8,39.6,0.153,0.01,Mpred|Xvar,0.934,
2.83,-110.309,36.529,0.0,2008,7,25,17,46,57.3,0.11800000000000001,0.01,Mpred|Xvar,0.960,
2.83,-113.12899999999999,37.417,1.0,2008,9,19,1,25,16.3,0.11800000000000001,0.01,Mpred|Xvar,0.960,
2.83,-112.585,41.466,3.0,1998,6,17,7,17,17.2,0.11800000000000001,0.01,Mpred|Xvar,0.960,
2.83,-112.74700000000001,38.251,0.0,2002,11,13,23,24,32.7,0.11800000000000001,0.01,Mpred|Xvar,0.960,
2.83,-113.056,38.339,1.0,2011,7,25,10,40,55.5,0.11800000000000001,0.01,Mpred|Xvar,0.960,
2.83,-110.85700000000001,43.118,5.0,1988,3,21,13,23,43.68,0.161,0.01,Mpred|Xvar,0.927,
2.82,-111.458,40.974,5.0,2008,4,8,10,6,24.6,0.11800000000000001,0.01,Mpred|Xvar,0.960,
2.82,-112.60600000000001,38.158,5.0,2002,8,12,1,36,30.9,0.11800000000000001,0.01,Mpred|Xvar,0.960,
2.82,-112.316,37.544000000000004,1.0,2008,9,14,3,58,13.3,0.11800000000000001,0.01,Mpred|Xvar,0.960,
2.82,-112.55,38.711999999999996,0.0,2012,8,14,12,13,12.6,0.11800000000000001,0.01,Mpred|Xvar,0.960,
2.82,-113.715,36.844,5.0,1970,12,16,13,44,19.2,0.23199999999999998,0.01,Mpred|Xi,0.854,
2.82,-112.39299999999999,36.762,5.0,1971,3,27,4,39,11.7,0.23199999999999998,0.01,Mpred|Xi,0.854,
2.82,-108.81,40.27,2.0,1979,3,29,22,7,13.3,0.23199999999999998,0.01,Mpred|Xi,0.854,
2.82,-111.083,42.726000000000006,5.0,1994,2,4,10,35,24.21,0.23,0.01,Mpred|Xi,0.857,
2.82,-108.03399999999999,38.185,10.0,1994,9,15,7,7,14.11,0.23,0.01,Mpred|Xi,0.857,
2.82,-112.01,37.164,5.0,2010,10,19,1,27,55.86,0.23199999999999998,0.01,Mpred|Xi,0.854,
2.82,-111.111,42.769,2.0,1994,2,15,11,28,26.9,0.161,0.01,Mpred|Xvar,0.927,
2.82,-111.93700000000001,39.449,5.0,1998,9,23,10,2,6.6,0.11800000000000001,0.01,Mpred|Xvar,0.960,
2.82,-112.265,38.548,0.0,2000,9,24,11,36,33.5,0.11800000000000001,0.01,Mpred|Xvar,0.960,
2.82,-112.196,38.661,1.0,1986,2,8,13,3,35.6,0.225,0.01,Mpred|Xi,0.862,
2.82,-112.551,38.571999999999996,0.0,1986,9,24,9,27,39.4,0.225,0.01,Mpred|Xi,0.862,
2.82,-112.641,38.11,1.0,1987,1,17,15,4,36.1,0.225,0.01,Mpred|Xi,0.862,
2.82,-111.96,39.944,2.0,1988,9,8,21,42,10.1,0.225,0.01,Mpred|Xi,0.862,
2.82,-111.47200000000001,42.004,9.0,1988,12,2,19,45,33.8,0.225,0.01,Mpred|Xi,0.862,
2.82,-110.94200000000001,40.417,5.0,1989,4,8,14,11,53.7,0.225,0.01,Mpred|Xi,0.862,
2.82,-111.492,42.688,2.0,1989,6,15,15,9,33.6,0.225,0.01,Mpred|Xi,0.862,
2.82,-112.613,38.174,17.0,1990,5,3,20,19,49.1,0.225,0.01,Mpred|Xi,0.862,
2.82,-110.837,38.95,9.0,1990,6,25,17,15,33.6,0.225,0.01,Mpred|Xi,0.862,
2.82,-112.912,37.857,1.0,1990,8,2,17,57,31.1,0.225,0.01,Mpred|Xi,0.862,
2.82,-111.37,42.868,0.0,1991,8,29,23,16,21.2,0.225,0.01,Mpred|Xi,0.862,
2.82,-111.734,42.68600000000001,1.0,1991,12,15,17,28,10.1,0.225,0.01,Mpred|Xi,0.862,
2.82,-111.417,42.872,1.0,1992,9,17,21,46,12.9,0.225,0.01,Mpred|Xi,0.862,
2.82,-111.64200000000001,42.369,5.0,1993,9,13,15,19,31.5,0.225,0.01,Mpred|Xi,0.862,
2.82,-114.13,36.73,0.0,2000,5,2,19,4,51.1,0.225,0.01,Mpred|Xi,0.862,
2.82,-110.366,36.545,4.0,2008,4,4,18,44,13.4,0.225,0.01,Mpred|Xi,0.862,
2.82,-113.179,37.836999999999996,1.0,1998,2,21,23,23,18.3,0.11800000000000001,0.01,Mpred|Xvar,0.960,
2.82,-111.984,38.865,2.0,1999,9,9,10,16,55.1,0.11800000000000001,0.01,Mpred|Xvar,0.960,
2.82,-111.304,42.532,1.0,1994,2,13,9,46,19.6,0.161,0.01,Mpred|Xvar,0.927,
2.82,-112.375,41.455,2.0,1996,5,10,8,26,35.5,0.11800000000000001,0.01,Mpred|Xvar,0.960,
2.81,-112.21799999999999,41.799,7.0,2008,5,25,18,39,18.4,0.11800000000000001,0.01,Mpred|Xvar,0.960,
2.81,-112.695,38.071999999999996,0.0,2001,8,31,0,1,48.6,0.11800000000000001,0.01,Mpred|Xvar,0.960,
2.81,-112.529,37.551,3.0,2007,7,4,4,1,41.9,0.11800000000000001,0.01,Mpred|Xvar,0.960,
2.81,-111.124,42.766000000000005,2.0,1994,3,5,7,22,48.9,0.161,0.01,Mpred|Xvar,0.927,
2.81,-111.821,39.931,6.0,2011,7,2,20,25,18.5,0.11800000000000001,0.01,Mpred|Xvar,0.960,
2.81,-111.512,39.458,9.0,1994,9,9,20,11,49.6,0.162,0.01,Mpred|Xvar,0.927,
2.81,-114.36399999999999,40.116,2.0,1987,3,23,1,20,25.1,0.225,0.01,Mpred|Xi,0.862,
2.81,-113.17200000000001,41.195,8.0,1987,10,25,13,17,44.6,0.225,0.01,Mpred|Xi,0.862,
2.81,-111.537,39.853,19.0,1989,2,27,13,25,14.5,0.225,0.01,Mpred|Xi,0.862,
2.81,-111.727,41.505,8.0,1989,3,14,15,46,49.9,0.225,0.01,Mpred|Xi,0.862,
2.81,-111.515,39.503,8.0,1990,2,5,21,11,4.9,0.225,0.01,Mpred|Xi,0.862,
2.81,-110.947,42.488,0.0,1990,5,21,5,11,9.9,0.225,0.01,Mpred|Xi,0.862,
2.81,-113.34700000000001,37.275,0.0,1990,5,26,0,27,7.8,0.225,0.01,Mpred|Xi,0.862,
2.81,-111.83200000000001,38.769,2.0,1992,4,25,0,55,43.3,0.225,0.01,Mpred|Xi,0.862,
2.81,-112.17399999999999,40.521,1.0,1992,6,14,20,16,6.9,0.225,0.01,Mpred|Xi,0.862,
2.81,-110.344,37.28,0.0,1992,9,22,21,15,49.0,0.225,0.01,Mpred|Xi,0.862,
2.81,-111.499,43.031000000000006,7.0,1992,11,12,5,1,39.5,0.225,0.01,Mpred|Xi,0.862,
2.81,-111.12700000000001,42.776,3.0,1994,3,10,17,3,14.2,0.225,0.01,Mpred|Xi,0.862,
2.81,-112.40700000000001,38.062,2.0,1995,4,28,9,17,52.4,0.225,0.01,Mpred|Xi,0.862,
2.81,-112.382,41.71,0.0,1996,7,5,3,5,38.4,0.225,0.01,Mpred|Xi,0.862,
2.81,-110.32700000000001,37.114000000000004,3.0,1996,9,13,17,41,5.5,0.225,0.01,Mpred|Xi,0.862,
2.81,-111.652,38.58,1.0,1998,3,11,14,31,5.6,0.225,0.01,Mpred|Xi,0.862,
2.81,-111.915,39.473,1.0,2003,8,16,4,23,15.3,0.11800000000000001,0.01,Mpred|Xvar,0.960,
2.81,-114.258,41.755,5.0,2000,8,10,4,38,54.9,0.11800000000000001,0.01,Mpred|Xvar,0.960,
2.81,-111.82600000000001,39.93,4.0,2011,6,14,12,17,25.3,0.11800000000000001,0.01,Mpred|Xvar,0.960,
2.81,-113.382,37.126,1.0,2001,1,26,23,10,51.7,0.11800000000000001,0.01,Mpred|Xvar,0.960,
2.81,-112.213,38.49,1.0,2007,6,19,7,39,11.6,0.11800000000000001,0.01,Mpred|Xvar,0.960,
2.81,-111.93799999999999,38.996,3.0,2003,12,25,5,59,36.4,0.11800000000000001,0.01,Mpred|Xvar,0.960,
2.81,-112.527,38.004,1.0,1999,8,23,8,57,43.5,0.11800000000000001,0.01,Mpred|Xvar,0.960,
2.81,-112.87700000000001,41.425,6.0,1999,11,17,13,38,11.3,0.11800000000000001,0.01,Mpred|Xvar,0.960,
2.81,-110.44,37.638000000000005,9.0,2009,6,9,19,14,9.1,0.11800000000000001,0.01,Mpred|Xvar,0.960,
2.81,-111.07600000000001,42.56,1.0,2009,3,1,2,45,12.8,0.11800000000000001,0.01,Mpred|Xvar,0.960,
2.81,-112.961,37.964,7.0,2007,12,30,14,38,17.5,0.11800000000000001,0.01,Mpred|Xvar,0.960,
2.8,-111.49700000000001,42.42100000000001,5.0,2011,1,23,15,18,50.9,0.11800000000000001,0.01,Mpred|Xvar,0.960,
2.8,-112.184,38.567,1.0,1999,9,5,19,57,8.2,0.139,0.01,Mpred|Xi,0.945,
2.8,-111.073,42.638000000000005,0.0,1994,2,5,10,42,0.1,0.161,0.01,Mpred|Xvar,0.927,
2.8,-112.505,37.977,4.0,1997,8,13,12,29,3.1,0.11800000000000001,0.01,Mpred|Xvar,0.960,
2.8,-111.555,41.731,5.0,2012,1,1,18,16,51.9,0.11800000000000001,0.01,Mpred|Xvar,0.960,
2.8,-110.81299999999999,43.356,5.0,2009,3,28,20,53,0.58,0.105,0.01,Mpred|Xvar,0.968,
2.8,-111.93700000000001,39.659,0.0,2004,3,18,18,35,47.7,0.11800000000000001,0.01,Mpred|Xvar,0.960,
2.8,-111.984,38.858000000000004,4.0,1999,9,7,12,15,4.7,0.11800000000000001,0.01,Mpred|Xvar,0.960,
2.8,-111.40700000000001,42.614,1.0,1982,10,14,5,3,23.5,0.225,0.01,Mpred|Xi,0.862,
2.8,-112.738,41.842,1.0,1986,4,11,1,12,5.9,0.225,0.01,Mpred|Xi,0.862,
2.8,-112.56299999999999,38.584,0.0,1986,9,24,2,38,35.7,0.225,0.01,Mpred|Xi,0.862,
2.8,-112.32799999999999,41.828,2.0,1986,10,26,12,38,57.7,0.225,0.01,Mpred|Xi,0.862,
2.8,-112.31700000000001,41.816,6.0,1987,2,28,5,24,25.5,0.225,0.01,Mpred|Xi,0.862,
2.8,-113.194,38.134,1.0,1989,4,28,2,57,45.3,0.225,0.01,Mpred|Xi,0.862,
2.8,-111.369,42.244,0.0,1991,2,23,17,45,15.2,0.225,0.01,Mpred|Xi,0.862,
2.8,-111.811,38.757,2.0,1992,4,20,17,12,2.5,0.225,0.01,Mpred|Xi,0.862,
2.8,-113.137,36.616,1.0,1992,12,3,13,32,56.1,0.225,0.01,Mpred|Xi,0.862,
2.8,-113.825,37.008,1.0,1993,2,21,22,9,17.4,0.225,0.01,Mpred|Xi,0.862,
2.8,-110.66799999999999,37.792,1.0,1993,6,7,23,11,11.7,0.225,0.01,Mpred|Xi,0.862,
2.8,-111.154,42.757,2.0,1994,2,2,17,38,41.4,0.225,0.01,Mpred|Xi,0.862,
2.8,-111.096,42.63,1.0,1994,2,14,9,17,16.7,0.225,0.01,Mpred|Xi,0.862,
2.8,-111.17399999999999,39.918,0.0,1995,3,22,21,22,24.4,0.225,0.01,Mpred|Xi,0.862,
2.8,-111.109,43.044,2.0,1995,7,26,1,47,4.7,0.225,0.01,Mpred|Xi,0.862,
2.8,-113.04700000000001,36.773,0.0,1997,1,13,7,24,47.5,0.225,0.01,Mpred|Xi,0.862,
2.8,-112.5,42.03,7.0,1976,2,23,1,1,18.2,0.3,0.10,M~|MLERD,0.769,
2.8,-110.67200000000001,43.464,5.0,1997,9,13,4,49,14.46,0.15,0.10,M~|MLBUT,0.936,
2.8,-110.68,43.29,0.0,1999,4,19,15,10,24.0,0.15,0.10,M~|MDUSBR,0.936,
2.8,-110.79,43.19,0.0,2002,3,25,6,33,14.0,0.15,0.10,M~|MDUSBR,0.936,
2.8,-111.23,43.38,6.0,2002,4,4,12,18,23.0,0.15,0.10,M~|MDUSBR,0.936,
2.8,-112.33200000000001,38.243,1.0,2011,1,3,15,38,6.4,0.11800000000000001,0.01,Mpred|Xvar,0.960,
2.8,-111.727,43.268,1.0,2003,3,25,11,10,15.7,0.11800000000000001,0.01,Mpred|Xvar,0.960,
2.8,-111.119,42.617,0.0,1994,2,5,23,42,37.1,0.161,0.01,Mpred|Xvar,0.927,
2.8,-111.166,42.753,1.0,1994,2,6,2,1,21.3,0.161,0.01,Mpred|Xvar,0.927,
2.8,-111.11,42.7,1.0,1994,4,13,13,16,51.5,0.161,0.01,Mpred|Xvar,0.927,
2.8,-110.684,43.435,5.0,2011,10,30,9,17,14.02,0.105,0.01,Mpred|Xvar,0.968,
2.8,-111.999,38.86,0.0,1999,9,7,1,34,12.8,0.11800000000000001,0.01,Mpred|Xvar,0.960,
2.8,-112.324,37.533,0.0,2005,9,20,8,29,34.3,0.11800000000000001,0.01,Mpred|Xvar,0.960,
2.8,-112.552,38.732,0.0,2001,3,21,16,3,42.2,0.11800000000000001,0.01,Mpred|Xvar,0.960,
2.79,-110.617,43.352,1.0,2009,6,8,22,21,10.7,0.11800000000000001,0.01,Mpred|Xvar,0.960,
2.79,-113.04700000000001,37.599000000000004,1.0,2010,1,4,19,51,34.2,0.11800000000000001,0.01,Mpred|Xvar,0.960,
2.79,-111.955,39.646,1.0,2003,12,27,4,52,17.4,0.11800000000000001,0.01,Mpred|Xvar,0.960,
2.79,-113.801,37.43,1.0,2003,7,9,4,33,9.0,0.11800000000000001,0.01,Mpred|Xvar,0.960,
2.79,-111.094,42.761,2.0,1994,2,6,23,59,49.6,0.161,0.01,Mpred|Xvar,0.927,
2.79,-112.91,37.806999999999995,6.0,2011,10,15,15,20,36.9,0.11800000000000001,0.01,Mpred|Xvar,0.960,
2.79,-110.406,37.707,2.0,2009,4,1,0,35,39.1,0.11800000000000001,0.01,Mpred|Xvar,0.960,
2.79,-113.90700000000001,37.782,1.0,2011,9,20,15,6,37.8,0.11800000000000001,0.01,Mpred|Xvar,0.960,
2.79,-108.914,38.258,0.0,2009,4,30,8,50,34.2,0.11800000000000001,0.01,Mpred|Xvar,0.960,
2.79,-112.51700000000001,37.976,7.0,1998,2,4,13,8,55.2,0.11800000000000001,0.01,Mpred|Xvar,0.960,
2.79,-111.118,42.788000000000004,1.0,1994,3,3,1,13,56.6,0.161,0.01,Mpred|Xvar,0.927,
2.79,-111.118,42.636,1.0,1994,3,16,0,55,26.4,0.161,0.01,Mpred|Xvar,0.927,
2.79,-112.324,37.535,0.0,2010,3,5,13,22,16.5,0.11800000000000001,0.01,Mpred|Xvar,0.960,
2.79,-111.825,39.935,3.0,2011,6,8,7,5,24.6,0.11800000000000001,0.01,Mpred|Xvar,0.960,
2.79,-112.88,36.945,9.0,1982,1,7,16,21,45.4,0.162,0.01,Mpred|Xvar,0.927,
2.79,-111.863,42.521,6.0,1982,11,18,21,31,52.2,0.225,0.01,Mpred|Xi,0.862,
2.79,-112.527,38.604,1.0,1986,9,27,22,38,16.4,0.225,0.01,Mpred|Xi,0.862,
2.79,-112.334,41.825,3.0,1987,2,4,16,7,56.5,0.225,0.01,Mpred|Xi,0.862,
2.79,-112.52799999999999,38.666,9.0,1990,4,17,22,28,12.8,0.225,0.01,Mpred|Xi,0.862,
2.79,-111.34200000000001,39.363,14.0,1991,1,2,18,13,50.0,0.225,0.01,Mpred|Xi,0.862,
2.79,-111.095,42.645,1.0,1994,2,12,11,3,43.0,0.225,0.01,Mpred|Xi,0.862,
2.79,-111.083,42.678999999999995,1.0,1994,2,25,10,43,39.6,0.225,0.01,Mpred|Xi,0.862,
2.79,-111.105,42.783,0.0,1994,4,10,5,56,19.4,0.225,0.01,Mpred|Xi,0.862,
2.79,-111.135,42.631,0.0,1994,4,11,7,16,34.0,0.225,0.01,Mpred|Xi,0.862,
2.79,-111.073,42.6,1.0,1994,4,25,19,5,45.3,0.225,0.01,Mpred|Xi,0.862,
2.79,-111.09700000000001,42.702,1.0,1994,6,15,4,3,24.2,0.225,0.01,Mpred|Xi,0.862,
2.79,-111.10700000000001,42.732,4.0,1994,7,31,5,1,49.6,0.225,0.01,Mpred|Xi,0.862,
2.79,-114.098,36.738,0.0,2000,5,23,21,35,1.4,0.225,0.01,Mpred|Xi,0.862,
2.79,-112.258,38.580999999999996,1.0,2002,4,21,12,4,35.2,0.11800000000000001,0.01,Mpred|Xvar,0.960,
2.79,-113.177,37.696999999999996,2.0,2011,9,17,16,30,1.8,0.11800000000000001,0.01,Mpred|Xvar,0.960,
2.79,-111.11200000000001,42.781000000000006,1.0,1994,2,3,14,42,29.6,0.161,0.01,Mpred|Xvar,0.927,
2.79,-111.175,42.626000000000005,4.0,2012,4,8,12,14,35.2,0.11800000000000001,0.01,Mpred|Xvar,0.960,
2.79,-112.889,41.427,2.0,2003,6,3,23,51,35.3,0.11800000000000001,0.01,Mpred|Xvar,0.960,
2.79,-111.51299999999999,39.449,6.0,1994,9,10,7,42,22.2,0.162,0.01,Mpred|Xvar,0.927,
2.79,-110.741,43.168,5.0,1999,1,31,9,48,15.55,0.105,0.01,Mpred|Xvar,0.968,
2.79,-113.794,40.764,4.0,2006,5,19,9,41,47.2,0.11800000000000001,0.01,Mpred|Xvar,0.960,
2.78,-112.29,37.661,1.0,2012,1,10,7,50,33.7,0.11800000000000001,0.01,Mpred|Xvar,0.960,
2.78,-114.898,41.157,4.0,2008,2,22,7,40,55.1,0.11800000000000001,0.01,Mpred|Xvar,0.960,
2.78,-114.245,40.183,1.0,1987,3,24,20,20,59.5,0.225,0.01,Mpred|Xi,0.862,
2.78,-111.741,42.729,0.0,1988,4,26,13,29,34.7,0.225,0.01,Mpred|Xi,0.862,
2.78,-111.41799999999999,40.356,6.0,1989,12,13,23,19,25.4,0.225,0.01,Mpred|Xi,0.862,
2.78,-111.51,38.731,2.0,1990,5,3,5,52,22.5,0.225,0.01,Mpred|Xi,0.862,
2.78,-111.43299999999999,42.873000000000005,0.0,1991,5,8,22,34,27.1,0.225,0.01,Mpred|Xi,0.862,
2.78,-112.76899999999999,38.071,11.0,1991,6,19,13,28,28.1,0.225,0.01,Mpred|Xi,0.862,
2.78,-111.844,38.644,8.0,1991,7,29,22,39,22.7,0.225,0.01,Mpred|Xi,0.862,
2.78,-111.2,42.575,0.0,1991,12,21,12,45,1.4,0.225,0.01,Mpred|Xi,0.862,
2.78,-111.161,42.58,0.0,1994,2,4,12,29,9.5,0.225,0.01,Mpred|Xi,0.862,
2.78,-111.391,42.875,0.0,1995,3,1,22,17,4.3,0.225,0.01,Mpred|Xi,0.862,
2.78,-114.697,37.218,3.0,2002,1,6,8,51,20.8,0.225,0.01,Mpred|Xi,0.862,
2.78,-111.50200000000001,42.501000000000005,6.0,2007,5,7,4,21,20.1,0.11800000000000001,0.01,Mpred|Xvar,0.960,
2.78,-111.09100000000001,41.417,1.0,2005,5,21,22,55,40.5,0.11800000000000001,0.01,Mpred|Xvar,0.960,
2.78,-112.14,38.726,2.0,1999,4,19,15,2,24.2,0.11800000000000001,0.01,Mpred|Xvar,0.960,
2.78,-112.68299999999999,38.169000000000004,1.0,2008,9,24,22,31,3.5,0.11800000000000001,0.01,Mpred|Xvar,0.960,
2.78,-111.164,42.718,0.0,1994,2,4,4,46,51.5,0.161,0.01,Mpred|Xvar,0.927,
2.78,-111.6,41.556000000000004,8.0,2002,2,10,7,48,6.8,0.11800000000000001,0.01,Mpred|Xvar,0.960,
2.78,-111.823,39.929,6.0,2011,6,6,1,3,14.9,0.11800000000000001,0.01,Mpred|Xvar,0.960,
2.78,-111.48899999999999,43.026,0.0,2001,12,18,6,59,5.3,0.11800000000000001,0.01,Mpred|Xvar,0.960,
2.78,-112.331,38.239000000000004,2.0,2011,1,6,2,50,28.4,0.11800000000000001,0.01,Mpred|Xvar,0.960,
2.77,-111.305,41.196000000000005,12.0,2004,5,28,3,38,4.9,0.11800000000000001,0.01,Mpred|Xvar,0.960,
2.77,-111.12700000000001,42.615,5.0,1999,11,29,15,30,33.4,0.11800000000000001,0.01,Mpred|Xvar,0.960,
2.77,-111.04,42.531000000000006,1.0,1994,2,5,7,27,49.5,0.161,0.01,Mpred|Xvar,0.927,
2.77,-111.104,42.71,2.0,1994,3,25,3,17,40.0,0.161,0.01,Mpred|Xvar,0.927,
2.77,-113.26899999999999,37.595,2.0,1981,4,23,6,32,18.8,0.225,0.01,Mpred|Xi,0.862,
2.77,-111.43,42.61600000000001,0.0,1982,10,16,1,36,50.7,0.225,0.01,Mpred|Xi,0.862,
2.77,-113.166,41.181000000000004,7.0,1987,11,17,16,20,45.3,0.225,0.01,Mpred|Xi,0.862,
2.77,-112.73299999999999,41.793,5.0,1989,6,27,15,51,49.7,0.225,0.01,Mpred|Xi,0.862,
2.77,-111.921,39.009,0.0,1990,1,16,7,53,35.5,0.225,0.01,Mpred|Xi,0.862,
2.77,-111.79700000000001,38.779,3.0,1992,4,6,18,6,18.2,0.225,0.01,Mpred|Xi,0.862,
2.77,-112.531,38.006,10.0,1992,9,24,11,24,24.1,0.225,0.01,Mpred|Xi,0.862,
2.77,-111.93299999999999,40.339,1.0,1993,10,27,0,41,55.4,0.225,0.01,Mpred|Xi,0.862,
2.77,-111.181,42.763000000000005,10.0,1994,2,4,4,9,47.7,0.225,0.01,Mpred|Xi,0.862,
2.77,-111.09899999999999,42.58,0.0,1994,2,4,11,39,32.7,0.225,0.01,Mpred|Xi,0.862,
2.77,-111.12200000000001,42.747,1.0,1994,7,13,5,5,57.3,0.225,0.01,Mpred|Xi,0.862,
2.77,-112.44200000000001,36.4,1.0,1996,12,6,19,24,37.4,0.225,0.01,Mpred|Xi,0.862,
2.77,-112.27799999999999,38.496,1.0,2005,5,18,10,58,46.4,0.11800000000000001,0.01,Mpred|Xvar,0.960,
2.77,-111.103,42.591,0.0,2005,10,28,10,21,3.3,0.11800000000000001,0.01,Mpred|Xvar,0.960,
2.77,-108.906,40.139,2.0,1995,3,20,14,33,60.0,0.162,0.01,Mpred|Xvar,0.927,
2.77,-113.374,37.122,6.0,2001,3,24,1,36,30.4,0.11800000000000001,0.01,Mpred|Xvar,0.960,
2.77,-114.785,41.036,5.0,2007,3,6,12,32,28.5,0.11800000000000001,0.01,Mpred|Xvar,0.960,
2.77,-112.208,38.486,1.0,2007,6,16,18,20,3.3,0.11800000000000001,0.01,Mpred|Xvar,0.960,
2.77,-112.50399999999999,37.982,1.0,1998,1,31,7,15,39.5,0.11800000000000001,0.01,Mpred|Xvar,0.960,
2.77,-112.19200000000001,38.593,0.0,1999,12,4,20,10,3.9,0.11800000000000001,0.01,Mpred|Xvar,0.960,
2.77,-113.60600000000001,41.778999999999996,1.0,2003,4,18,17,34,19.8,0.11800000000000001,0.01,Mpred|Xvar,0.960,
2.77,-112.51700000000001,38.73,0.0,2008,2,4,3,39,23.4,0.11800000000000001,0.01,Mpred|Xvar,0.960,
2.77,-111.17399999999999,41.111999999999995,1.0,1998,9,8,12,24,8.7,0.11800000000000001,0.01,Mpred|Xvar,0.960,
2.77,-114.088,37.474000000000004,1.0,1999,7,27,8,25,22.2,0.11800000000000001,0.01,Mpred|Xvar,0.960,
2.77,-111.507,40.580999999999996,8.0,2009,4,2,3,59,22.2,0.11800000000000001,0.01,Mpred|Xvar,0.960,
2.77,-112.551,38.72,0.0,2001,2,27,23,10,58.5,0.11800000000000001,0.01,Mpred|Xvar,0.960,
2.76,-111.932,39.801,2.0,2004,12,4,16,5,55.3,0.11800000000000001,0.01,Mpred|Xvar,0.960,
2.76,-112.49700000000001,38.724000000000004,2.0,1999,1,26,23,34,0.6,0.11800000000000001,0.01,Mpred|Xvar,0.960,
2.76,-111.19200000000001,42.653999999999996,0.0,1994,2,5,19,32,25.9,0.161,0.01,Mpred|Xvar,0.927,
2.76,-111.67,41.433,0.0,1985,10,21,11,40,9.7,0.225,0.01,Mpred|Xi,0.862,
2.76,-112.23200000000001,38.343,1.0,1987,5,14,20,32,10.9,0.225,0.01,Mpred|Xi,0.862,
2.76,-113.19,41.218999999999994,8.0,1987,11,7,17,52,34.2,0.225,0.01,Mpred|Xi,0.862,
2.76,-112.73200000000001,37.053000000000004,14.0,1989,3,9,10,11,23.9,0.225,0.01,Mpred|Xi,0.862,
2.76,-111.977,39.292,0.0,1989,6,10,22,59,49.5,0.225,0.01,Mpred|Xi,0.862,
2.76,-110.867,39.14,10.0,1989,6,28,18,5,14.5,0.225,0.01,Mpred|Xi,0.862,
