BEM,Long,Lat,Depth,Year,Mo,Day,Hr,Min,Sec,sigM,Round,Mag,Type,N*
4.05,-111.84899999999999,40.749,0.0,1938,6,30,13,37,0.0,0.5,0.01,Mpred|Io,0.482,
4.05,-112.1,36.1,0.0,1939,3,9,13,30,0.0,0.5,0.01,Mpred|Io,0.482,
4.05,-114.8,36.0,0.0,1939,4,25,18,16,0.0,0.5,0.01,Mpred|Io,0.482,
4.05,-114.8,36.0,0.0,1939,4,26,7,0,0.0,0.5,0.01,Mpred|Io,0.482,
4.05,-112.3,41.5,0.0,1942,4,18,5,45,42.0,0.5,0.01,Mpred|Io,0.482,
4.05,-114.9,36.0,0.0,1942,6,4,14,26,0.0,0.5,0.01,Mpred|Io,0.482,
4.05,-111.65,39.58,0.0,1942,6,4,22,4,0.0,0.5,0.01,Mpred|Io,0.482,
4.05,-108.5,40.5,0.0,1942,7,23,19,40,0.0,0.5,0.01,Mpred|Io,0.482,
4.05,-113.066,37.683,0.0,1942,9,26,11,16,0.0,0.5,0.01,Mpred|Io,0.482,
4.05,-113.0,37.7,0.0,1943,1,16,11,50,18.0,0.5,0.01,Mpred|Io,0.482,
4.05,-112.26,38.58,0.0,1943,11,3,9,30,0.0,0.5,0.01,Mpred|Io,0.482,
4.05,-112.13,41.73,0.0,1946,5,6,2,30,0.0,0.5,0.01,Mpred|Io,0.482,
4.05,-111.89,40.665,0.0,1947,3,28,11,2,0.0,0.5,0.01,Mpred|Io,0.482,
4.05,-114.8,36.0,0.0,1948,5,9,18,53,4.0,0.5,0.01,Mpred|Io,0.482,
4.05,-112.1,36.1,0.0,1948,8,8,23,20,0.0,0.5,0.01,Mpred|Io,0.482,
4.05,-111.729,40.039,0.0,1950,5,8,22,35,0.0,0.5,0.01,Mpred|Io,0.482,
4.05,-111.656,40.239000000000004,0.0,1951,8,12,0,26,0.0,0.5,0.01,Mpred|Io,0.482,
4.05,-111.861,40.397,0.0,1952,9,28,20,0,0.0,0.5,0.01,Mpred|Io,0.482,
4.05,-111.5,40.5,0.0,1953,5,24,2,54,29.0,0.5,0.01,Mpred|Io,0.482,
4.05,-110.164,38.998000000000005,0.0,1953,7,30,5,45,0.0,0.5,0.01,Mpred|Io,0.482,
4.05,-112.434,37.823,0.0,1953,10,22,3,0,0.0,0.5,0.01,Mpred|Io,0.482,
4.05,-111.93299999999999,40.783,0.0,1955,2,2,19,23,0.0,0.5,0.01,Mpred|Io,0.482,
4.05,-111.87700000000001,40.914,0.0,1955,5,12,22,57,0.0,0.5,0.01,Mpred|Io,0.482,
4.05,-111.8,39.7,0.0,1958,11,28,13,30,39.0,0.5,0.01,Mpred|Io,0.482,
4.05,-111.8,39.7,0.0,1958,12,1,20,50,41.0,0.5,0.01,Mpred|Io,0.482,
4.05,-111.8,39.7,0.0,1958,12,2,3,23,8.5,0.5,0.01,Mpred|Io,0.482,
4.05,-111.4,42.3,0.0,1959,1,4,7,22,0.0,0.5,0.01,Mpred|Io,0.482,
4.05,-111.5,42.5,18.0,1960,8,10,7,41,35.3,0.5,0.01,Mpred|Io,0.482,
4.05,-111.3,42.3,41.0,1960,8,20,8,1,54.3,0.5,0.01,Mpred|Io,0.482,
4.05,-111.7,42.0,0.0,1962,9,5,3,0,0.0,0.5,0.01,Mpred|Io,0.482,
4.04,-112.29799999999999,38.076,1.0,1994,9,6,3,48,37.5,0.109,0.01,Mpred|Xvar,0.966,
4.04,-112.038,38.714,4.0,1982,5,24,12,13,26.53,0.125,0.01,Mobs,0.955,
4.04,-111.29899999999999,42.581,5.0,1987,3,18,0,0,42.97,0.146,0.01,Mpred|Xvar,0.940,
4.04,-111.15299999999999,42.623999999999995,0.0,1994,2,5,10,38,48.6,0.105,0.01,Mpred|Xvar,0.968,
4.03,-112.01899999999999,38.766,5.0,1999,10,11,22,43,14.81,0.05,0.01,Mobs,0.993,
4.03,-111.473,42.653999999999996,0.0,1981,12,9,8,43,32.3,0.225,0.01,Mpred|Xi,0.862,
4.03,-112.345,36.626999999999995,10.0,1991,4,26,13,8,20.64,0.161,0.01,Mpred|Xvar,0.927,
4.02,-110.876,43.15,11.0,1985,9,7,3,47,31.6,0.225,0.01,Mpred|Xi,0.862,
4.02,-111.19,40.028,7.0,1963,7,9,20,25,25.8,0.22899999999999998,0.01,Mpred|Xi,0.858,
4.02,-109.054,40.113,7.0,1967,2,15,3,28,3.5,0.22899999999999998,0.01,Mpred|Xi,0.858,
4.02,-113.334,41.273,7.0,1967,2,16,19,21,35.2,0.22899999999999998,0.01,Mpred|Xi,0.858,
4.02,-112.072,38.671,7.0,1972,6,2,3,15,48.2,0.22899999999999998,0.01,Mpred|Xi,0.858,
4.02,-112.698,41.81,7.0,1976,11,5,2,48,55.6,0.22899999999999998,0.01,Mpred|Xi,0.858,
4.01,-111.221,42.544,0.0,1996,5,16,15,41,1.7,0.08900000000000001,0.01,Mpred|Xvar,0.977,
4.01,-110.883,39.126,1.0,1988,8,14,19,7,58.9,0.153,0.01,Mpred|Xvar,0.934,
4.01,-111.387,42.668,5.0,1992,9,4,4,54,15.0,0.161,0.01,Mpred|Xvar,0.927,
4.01,-114.929,41.157,10.0,2008,2,28,15,10,37.7,0.05,0.01,Mobs,0.993,
4.01,-111.65,39.33,0.0,1961,4,16,5,2,39.3,0.281,0.01,Mpred|Xnon,0.794,
4.01,-111.116,42.793,0.0,1994,3,3,7,13,17.8,0.105,0.01,Mpred|Xvar,0.968,
4.01,-110.72,43.0,1.0,1969,8,27,18,35,18.9,0.23,0.01,Mpred|Xi,0.857,
4.01,-111.7,42.87,5.0,1969,9,25,3,19,45.0,0.23,0.01,Mpred|Xi,0.857,
4.01,-114.55,36.156,5.0,1992,7,4,8,31,24.03,0.23,0.01,Mpred|Xi,0.857,
4.01,-111.0,42.8,5.0,1994,2,3,18,14,45.2,0.23,0.01,Mpred|Xi,0.857,
4.0,-111.07799999999999,42.626000000000005,0.0,1994,4,7,19,47,10.6,0.105,0.01,Mpred|Xvar,0.968,
4.0,-115.0,38.0,0.0,1934,4,17,3,50,0.0,0.5,0.10,M~|UKN,0.482,
4.0,-115.0,38.0,0.0,1934,4,17,14,46,0.0,0.5,0.10,M~|UKUKN,0.482,
4.0,-114.7,37.1,0.0,1937,1,28,3,14,0.0,0.2,0.10,M~|MLPAS,0.890,
4.0,-114.8,36.0,16.0,1939,5,4,21,53,0.0,0.2,0.10,M~|MLPAS,0.890,
4.0,-114.8,36.0,16.0,1939,5,4,22,36,0.0,0.2,0.10,M~|MLPAS,0.890,
4.0,-115.0,36.5,0.0,1939,11,21,23,40,48.0,0.2,0.10,M~|MLPAS,0.890,
4.0,-115.0,36.5,0.0,1940,9,20,12,21,54.0,0.2,0.10,M~|MLPAS,0.890,
4.0,-114.3,37.3,16.0,1941,5,6,3,11,42.0,0.2,0.10,M~|MLPAS,0.890,
4.0,-114.1,37.4,0.0,1943,3,6,20,14,30.0,0.2,0.10,M~|MLPAS,0.890,
4.0,-114.25,37.35,16.0,1943,11,6,3,54,0.0,0.2,0.10,M~|MLPAS,0.890,
4.0,-114.7,37.5,0.0,1944,3,20,9,30,57.0,0.2,0.10,M~|MLPAS,0.890,
4.0,-114.2,37.3,33.0,1966,8,17,4,46,41.0,0.2,0.10,M~|MLBRK,0.890,
4.0,-114.2,37.3,33.0,1966,8,21,7,29,8.3,0.2,0.10,M~|MLBRK,0.890,
4.0,-114.2,37.3,33.0,1966,9,9,7,4,15.7,0.2,0.10,M~|MLBRK,0.890,
4.0,-114.2,37.4,33.0,1966,9,30,18,19,36.2,0.2,0.10,M~|MLBRK,0.890,
4.0,-114.2,37.3,23.0,1966,10,28,5,4,1.5,0.2,0.10,M~|MLBRK,0.890,
4.0,-114.963,37.418,0.0,1970,1,2,20,1,31.6,0.5,0.10,M~|MLDNA,0.482,
4.0,-112.516,37.986999999999995,4.0,1998,1,30,21,53,15.11,0.1,0.01,Mobs,0.971,
4.0,-111.51299999999999,42.415,9.0,2006,7,14,17,6,1.35,0.05,0.01,Mobs,0.993,
4.0,-111.10600000000001,43.007,5.0,1995,7,25,19,34,10.1,0.105,0.01,Mpred|Xvar,0.968,
4.0,-112.214,41.803999999999995,7.0,2009,6,3,21,47,1.9,0.11,0.01,Mpred|Xvar,0.965,
3.99,-111.11200000000001,42.768,0.0,1994,2,4,3,10,8.4,0.105,0.01,Mpred|Xvar,0.968,
3.99,-111.079,42.678999999999995,5.0,1994,2,4,16,50,36.0,0.105,0.01,Mpred|Xvar,0.968,
3.99,-110.704,43.123000000000005,11.0,2010,9,12,20,9,45.3,0.05,0.01,Mobs,0.993,
3.97,-111.14399999999999,42.763999999999996,1.0,1994,2,14,16,55,36.1,0.105,0.01,Mpred|Xvar,0.968,
3.97,-110.68799999999999,42.449,7.0,2007,2,25,3,52,20.45,0.05,0.01,Mobs,0.993,
3.97,-111.73700000000001,40.321999999999996,0.0,1981,2,20,9,13,0.9,0.18899999999999997,0.01,Mpred|Xvar,0.901,
3.96,-111.15100000000001,39.303000000000004,4.0,2011,11,10,4,27,45.45,0.05,0.01,Mobs,0.993,
3.95,-108.75200000000001,40.718,7.0,1983,9,24,16,57,46.3,0.162,0.01,Mpred|Xvar,0.927,
3.95,-111.615,38.834,18.0,1989,2,27,15,13,8.0,0.153,0.01,Mpred|Xvar,0.934,
3.95,-111.189,42.538999999999994,0.0,1998,6,19,12,34,2.3,0.105,0.01,Mpred|Xvar,0.968,
3.94,-111.07,42.54600000000001,0.0,1994,2,5,7,6,2.5,0.094,0.01,Mpred|Xvar,0.975,
3.94,-114.78,36.05,19.0,1964,9,23,18,9,39.1,0.401,0.01,Mpred|Xi,0.625,
3.94,-111.0,43.2,33.0,1966,10,8,15,29,53.8,0.401,0.01,Mpred|Xi,0.625,
3.94,-114.2,37.3,33.0,1967,1,2,9,11,2.2,0.401,0.01,Mpred|Xi,0.625,
3.94,-110.76,43.18,15.0,1970,9,21,7,4,36.9,0.401,0.01,Mpred|Xi,0.625,
3.94,-111.148,42.622,0.0,1994,2,4,21,49,10.8,0.105,0.01,Mpred|Xvar,0.968,
3.94,-111.162,42.684,0.0,1994,2,3,11,46,51.8,0.105,0.01,Mpred|Xvar,0.968,
3.94,-111.096,42.742,2.0,1994,6,15,3,8,45.6,0.105,0.01,Mpred|Xvar,0.968,
3.94,-111.07,42.64,0.0,1994,2,8,10,11,52.8,0.105,0.01,Mpred|Xvar,0.968,
3.94,-112.5,38.0,0.0,1959,2,27,22,19,52.0,0.281,0.01,Mpred|Xnon,0.794,
3.94,-114.291,39.14,7.0,1963,12,29,4,15,0.2,0.22899999999999998,0.01,Mpred|Xi,0.858,
3.94,-111.47399999999999,42.976000000000006,7.0,1967,4,8,21,42,9.3,0.22899999999999998,0.01,Mpred|Xi,0.858,
3.94,-112.038,39.266,7.0,1968,1,16,9,42,52.1,0.22899999999999998,0.01,Mpred|Xi,0.858,
3.94,-112.469,38.058,7.0,1970,5,23,22,55,23.2,0.22899999999999998,0.01,Mpred|Xi,0.858,
3.94,-111.025,42.803999999999995,0.0,1972,11,24,5,35,58.6,0.22899999999999998,0.01,Mpred|Xi,0.858,
3.94,-112.49600000000001,42.117,5.0,1978,12,20,13,46,22.6,0.22899999999999998,0.01,Mpred|Xi,0.858,
3.94,-112.006,39.217,0.0,1986,3,25,2,53,1.1,0.153,0.01,Mpred|Xvar,0.934,
3.94,-114.90700000000001,41.132,5.0,2008,2,21,15,34,25.46,0.105,0.01,Mpred|Xvar,0.968,
3.93,-109.008,40.055,7.0,1970,4,21,8,53,53.1,0.163,0.01,Mpred|Xvar,0.925,
3.93,-111.22399999999999,42.407,6.0,1997,7,17,12,2,51.5,0.1,0.01,Mobs,0.971,
3.93,-111.802,41.275,11.7,2003,1,3,5,2,12.16,0.05,0.01,Mobs,0.993,
3.93,-111.41,43.12,5.0,1969,9,20,9,12,6.7,0.23,0.01,Mpred|Xi,0.857,
3.93,-111.47,42.92,5.0,1969,9,23,12,58,13.5,0.23,0.01,Mpred|Xi,0.857,
3.93,-108.31700000000001,38.909,5.0,1995,4,23,16,31,18.0,0.23,0.01,Mpred|Xi,0.857,
3.92,-109.47399999999999,40.116,2.0,1990,4,7,15,37,54.5,0.225,0.01,Mpred|Xi,0.862,
3.92,-111.993,40.748000000000005,5.0,1983,10,8,11,57,53.8,0.18899999999999997,0.01,Mpred|Xvar,0.901,
3.92,-114.86399999999999,41.205,11.0,2008,2,21,16,20,2.2,0.05,0.01,Mobs,0.993,
3.92,-110.26700000000001,43.013000000000005,16.0,2011,4,1,12,56,28.4,0.05,0.01,Mobs,0.993,
3.92,-112.38,41.699,4.0,1989,6,21,21,54,18.7,0.153,0.01,Mpred|Xvar,0.934,
3.92,-111.147,42.77,1.0,1994,2,5,9,4,7.7,0.105,0.01,Mpred|Xvar,0.968,
3.92,-112.101,36.196,5.0,1995,4,17,8,23,49.8,0.225,0.01,Mpred|Xi,0.862,
3.91,-111.065,42.681000000000004,1.0,1994,6,4,13,17,22.4,0.105,0.01,Mpred|Xvar,0.968,
3.91,-111.088,42.582,0.0,1994,4,8,15,56,29.9,0.105,0.01,Mpred|Xvar,0.968,
3.91,-113.039,37.599000000000004,12.0,2010,1,4,16,24,3.11,0.05,0.01,Mobs,0.993,
3.91,-111.12200000000001,42.673,1.0,1994,2,3,9,32,47.4,0.105,0.01,Mpred|Xvar,0.968,
3.9,-111.11,42.763000000000005,5.0,1994,2,2,11,4,25.21,0.105,0.01,Mpred|Xvar,0.968,
3.9,-114.7,36.1,16.0,1952,5,25,13,6,30.0,0.2,0.10,M~|MLPAS,0.890,
3.9,-114.2,37.3,33.0,1966,8,18,10,9,22.4,0.2,0.10,M~|MLBRK,0.890,
3.9,-114.2,37.3,33.0,1966,8,19,13,55,47.2,0.2,0.10,M~|MLBRK,0.890,
3.9,-114.2,37.4,33.0,1966,8,22,10,37,17.3,0.2,0.10,M~|MLBRK,0.890,
3.9,-114.1,37.3,33.0,1966,9,26,7,13,11.0,0.2,0.10,M~|MLBRK,0.890,
3.9,-112.6,36.4,33.0,1967,8,7,16,40,32.1,0.3,0.10,M~|MLTFO,0.769,
3.9,-114.98200000000001,37.092,0.0,1979,8,14,3,3,11.4,0.15,0.10,M~|MLREN,0.936,
3.9,-114.822,37.306,0.0,2004,5,20,17,0,20.0,0.15,0.10,M~|MLREN,0.936,
3.9,-114.39,37.653,8.0,2007,8,6,5,59,45.8,0.05,0.01,Mobs,0.993,
3.9,-110.654,43.099,11.0,2010,9,12,22,20,31.1,0.05,0.01,Mobs,0.993,
3.9,-111.11399999999999,42.593,0.0,1994,2,3,10,17,56.9,0.225,0.01,Mpred|Xi,0.862,
3.9,-110.682,40.455,7.0,1987,3,5,3,2,51.6,0.14,0.01,Mpred|Xvar,0.944,
3.89,-114.92299999999999,41.141999999999996,11.0,2008,2,22,1,50,5.2,0.05,0.01,Mobs,0.993,
3.88,-110.215,43.293,5.0,2007,10,31,5,23,23.31,0.105,0.01,Mpred|Xvar,0.968,
3.88,-111.486,43.041000000000004,5.0,1992,11,11,12,8,6.58,0.127,0.01,Mpred|Xvar,0.954,
3.88,-111.98,38.863,7.0,1999,9,9,11,38,43.69,0.05,0.01,Mobs,0.993,
3.87,-111.141,42.729,0.0,1994,2,3,19,13,41.2,0.105,0.01,Mpred|Xvar,0.968,
3.87,-114.84200000000001,41.333,8.0,2009,1,4,15,29,27.0,0.11800000000000001,0.01,Mpred|Xvar,0.960,
3.87,-111.12100000000001,42.611000000000004,1.0,1994,2,3,10,40,17.9,0.105,0.01,Mpred|Xvar,0.968,
3.87,-110.97399999999999,42.636,5.0,1988,11,13,11,53,25.03,0.161,0.01,Mpred|Xvar,0.927,
3.86,-114.992,37.66,9.0,1982,7,6,2,10,47.2,0.34600000000000003,0.01,Mpred|Xi,0.705,
3.86,-111.083,42.632,2.0,1994,6,6,9,37,32.2,0.105,0.01,Mpred|Xvar,0.968,
3.86,-111.55,38.758,4.0,1999,12,22,8,3,31.62,0.05,0.01,Mobs,0.993,
3.86,-112.471,38.552,4.0,2001,11,19,21,36,25.1,0.05,0.01,Mobs,0.993,
3.86,-114.806,41.221000000000004,11.0,2008,4,22,20,40,9.3,0.05,0.01,Mobs,0.993,
3.86,-111.154,43.255,5.0,1985,7,2,3,3,56.0,0.225,0.01,Mpred|Xi,0.862,
3.86,-114.25,37.449,7.0,1966,8,24,4,54,28.8,0.22899999999999998,0.01,Mpred|Xi,0.858,
3.86,-112.574,42.083,9.0,1975,3,28,16,15,6.4,0.22899999999999998,0.01,Mpred|Xi,0.858,
3.86,-112.495,42.108000000000004,3.0,1978,12,5,11,24,57.5,0.22899999999999998,0.01,Mpred|Xi,0.858,
3.85,-111.10799999999999,42.943999999999996,4.0,1994,2,3,11,15,31.4,0.11900000000000001,0.01,Mpred|Xvar,0.959,
3.85,-112.052,38.772,7.0,2005,7,29,20,46,21.0,0.11800000000000001,0.01,Mpred|Xvar,0.960,
3.85,-111.443,42.638000000000005,0.0,1981,12,9,8,15,4.6,0.18899999999999997,0.01,Mpred|Xvar,0.901,
3.85,-111.552,38.769,5.0,1999,1,8,15,24,15.15,0.05,0.01,Mobs,0.993,
3.85,-111.95700000000001,39.649,7.0,2003,12,27,0,43,23.92,0.05,0.01,Mobs,0.993,
3.85,-110.8,43.3,15.0,1964,4,13,11,36,30.4,0.23,0.01,Mpred|Xi,0.857,
3.85,-108.65,39.27,5.0,1975,1,30,14,48,40.3,0.23,0.01,Mpred|Xi,0.857,
3.85,-114.936,37.295,5.0,1984,8,2,11,1,34.9,0.23,0.01,Mpred|Xi,0.857,
3.85,-112.40700000000001,36.663000000000004,5.0,1989,9,19,9,46,0.79,0.23,0.01,Mpred|Xi,0.857,
3.85,-112.82700000000001,37.842,0.0,1933,1,20,13,10,0.0,0.281,0.01,Mpred|Xnon,0.794,
3.84,-110.814,43.125,5.0,1985,8,22,6,17,39.7,0.146,0.01,Mpred|Xvar,0.940,
3.83,-112.314,41.644,10.0,2007,9,1,18,32,2.06,0.05,0.01,Mobs,0.993,
3.82,-111.13799999999999,43.037,5.0,1999,7,22,15,23,14.58,0.105,0.01,Mpred|Xvar,0.968,
3.82,-111.086,42.747,7.0,1994,2,19,4,53,24.8,0.105,0.01,Mpred|Xvar,0.968,
3.82,-111.098,42.64,2.0,1994,2,3,9,47,38.3,0.105,0.01,Mpred|Xvar,0.968,
3.82,-111.648,39.346,11.0,2007,11,5,21,48,0.61,0.05,0.01,Mobs,0.993,
3.82,-112.34100000000001,38.239000000000004,3.0,2011,1,12,8,46,29.67,0.05,0.01,Mobs,0.993,
3.82,-113.15299999999999,41.222,5.0,1987,9,28,6,6,52.5,0.153,0.01,Mpred|Xvar,0.934,
3.82,-113.167,41.184,8.0,1987,10,23,19,44,50.6,0.153,0.01,Mpred|Xvar,0.934,
3.81,-113.196,41.201,5.0,1987,9,25,4,9,53.9,0.153,0.01,Mpred|Xvar,0.934,
3.81,-114.537,36.941,5.0,1988,3,3,7,33,55.37,0.161,0.01,Mpred|Xvar,0.927,
3.81,-112.20700000000001,38.196,0.0,2008,2,1,6,52,28.5,0.11800000000000001,0.01,Mpred|Xvar,0.960,
3.81,-111.948,39.64,7.0,2003,12,27,0,40,41.11,0.05,0.01,Mobs,0.993,
3.81,-110.678,43.121,11.0,2010,9,13,2,43,53.9,0.05,0.01,Mobs,0.993,
3.81,-109.2,42.6,33.0,1963,2,25,18,45,16.5,0.401,0.01,Mpred|Xi,0.625,
3.81,-111.1,43.4,30.0,1963,10,11,23,9,53.1,0.401,0.01,Mpred|Xi,0.625,
3.81,-111.2,43.1,37.0,1963,10,26,20,20,14.5,0.401,0.01,Mpred|Xi,0.625,
3.81,-114.2,37.3,24.0,1966,10,28,6,30,44.4,0.401,0.01,Mpred|Xi,0.625,
3.81,-111.12,42.7,15.0,1970,10,17,8,6,33.3,0.401,0.01,Mpred|Xi,0.625,
3.81,-114.803,40.873000000000005,5.0,1975,6,16,23,30,54.9,0.401,0.01,Mpred|Xi,0.625,
3.81,-114.882,41.753,5.0,1984,2,25,7,4,44.3,0.161,0.01,Mpred|Xvar,0.927,
3.8,-111.177,42.748000000000005,0.0,1994,2,3,14,36,25.2,0.11800000000000001,0.01,Mpred|Xvar,0.960,
3.8,-110.29899999999999,37.434,0.0,1986,11,7,1,31,52.8,0.225,0.01,Mpred|Xi,0.862,
3.8,-114.9,37.4,0.0,1945,1,11,11,56,0.0,0.2,0.10,M~|MLPAS,0.890,
3.8,-114.7,36.1,16.0,1952,5,24,9,52,52.0,0.2,0.10,M~|MLPAS,0.890,
3.8,-114.5,36.0,16.0,1953,5,18,7,3,2.0,0.2,0.10,M~|MLPAS,0.890,
3.8,-112.1,36.3,33.0,1967,7,20,13,51,10.4,0.3,0.10,M~|MLTFO,0.769,
3.8,-112.4,36.5,33.0,1967,8,7,16,24,49.3,0.3,0.10,M~|MLTFO,0.769,
3.8,-114.814,38.479,0.0,1972,9,27,12,29,49.0,0.15,0.10,M~|MLREN,0.936,
3.8,-114.837,37.688,0.0,1974,4,5,0,27,31.8,0.15,0.10,M~|MLREN,0.936,
3.8,-114.945,37.366,16.0,1979,8,13,18,23,39.3,0.15,0.10,M~|MLREN,0.936,
3.8,-111.98,38.86,6.0,1999,9,9,10,7,41.34,0.05,0.01,Mobs,0.993,
3.8,-108.881,38.301,3.0,2000,5,27,21,58,19.0,0.05,0.01,Mobs,0.993,
3.8,-111.943,39.648,9.0,2003,12,27,0,39,24.45,0.05,0.01,Mobs,0.993,
3.8,-114.553,36.235,10.0,2008,10,26,19,47,48.35,0.15,0.10,M~|MLREN,0.936,
3.79,-111.12899999999999,42.791000000000004,0.0,1994,3,10,1,32,30.4,0.105,0.01,Mpred|Xvar,0.968,
3.78,-112.0,38.415,6.0,1998,4,10,20,7,16.3,0.05,0.01,Mobs,0.993,
3.78,-111.21700000000001,42.538999999999994,0.0,1981,9,30,4,17,31.9,0.161,0.01,Mpred|Xvar,0.927,
3.78,-112.509,36.455999999999996,2.0,2008,6,4,23,32,36.0,0.105,0.01,Mpred|Xvar,0.968,
3.78,-113.90299999999999,37.802,7.0,1963,2,17,17,34,20.6,0.256,0.01,Mpred|Xi,0.826,
3.78,-112.525,38.018,7.0,1963,6,19,8,38,44.9,0.22899999999999998,0.01,Mpred|Xi,0.858,
3.78,-111.249,40.02,7.0,1963,7,10,18,32,49.8,0.22899999999999998,0.01,Mpred|Xi,0.858,
3.78,-113.38799999999999,41.318999999999996,7.0,1965,10,29,16,52,50.3,0.22899999999999998,0.01,Mpred|Xi,0.858,
3.78,-108.948,40.09,7.0,1966,7,6,5,47,8.4,0.22899999999999998,0.01,Mpred|Xi,0.858,
3.78,-111.738,41.286,7.0,1967,12,7,13,33,22.5,0.22899999999999998,0.01,Mpred|Xi,0.858,
3.78,-111.721,37.874,7.0,1970,4,18,10,42,11.5,0.22899999999999998,0.01,Mpred|Xi,0.858,
3.78,-109.602,40.236,7.0,1971,7,10,17,22,36.8,0.22899999999999998,0.01,Mpred|Xi,0.858,
3.78,-113.1,37.8,7.0,1971,11,10,14,10,23.0,0.22899999999999998,0.01,Mpred|Xi,0.858,
3.78,-112.448,42.083999999999996,4.0,1975,8,16,21,20,53.8,0.22899999999999998,0.01,Mpred|Xi,0.858,
3.78,-111.105,42.651,3.0,1994,4,9,16,16,42.3,0.105,0.01,Mpred|Xvar,0.968,
3.77,-110.81200000000001,43.156000000000006,5.0,1986,11,17,8,34,13.3,0.161,0.01,Mpred|Xvar,0.927,
3.77,-110.67,43.07,1.0,1969,8,30,2,1,2.5,0.23,0.01,Mpred|Xi,0.857,
3.77,-114.98,37.211,5.0,1981,12,28,22,45,42.2,0.23,0.01,Mpred|Xi,0.857,
3.77,-111.70200000000001,43.15,10.0,1992,11,10,10,45,16.24,0.23,0.01,Mpred|Xi,0.857,
3.77,-114.119,36.080999999999996,5.0,1994,10,29,22,27,52.19,0.23,0.01,Mpred|Xi,0.857,
3.77,-111.135,42.724,0.0,1994,2,3,10,25,52.3,0.105,0.01,Mpred|Xvar,0.968,
3.77,-114.919,38.437,1.0,1988,1,27,1,3,22.4,0.225,0.01,Mpred|Xi,0.862,
3.76,-112.544,38.726,9.0,2001,2,24,10,54,40.63,0.05,0.01,Mobs,0.993,
3.76,-114.016,37.494,8.0,2007,6,11,1,3,46.65,0.05,0.01,Mobs,0.993,
3.76,-111.10799999999999,42.784,2.0,1994,2,11,4,24,30.3,0.094,0.01,Mpred|Xvar,0.975,
3.76,-112.595,38.19,0.0,1990,5,6,13,11,44.1,0.225,0.01,Mpred|Xi,0.862,
3.75,-111.11399999999999,42.486999999999995,0.0,1995,3,1,6,20,21.4,0.109,0.01,Mpred|Xvar,0.966,
3.75,-112.671,38.172,0.0,2002,1,20,17,20,13.2,0.11800000000000001,0.01,Mpred|Xvar,0.960,
3.75,-113.581,36.465,10.0,2008,3,27,1,7,13.8,0.05,0.01,Mobs,0.993,
3.75,-111.113,38.034,18.0,2010,4,14,18,58,45.15,0.05,0.01,Mobs,0.993,
3.75,-108.00399999999999,38.171,5.0,2006,11,21,19,37,58.38,0.105,0.01,Mpred|Xvar,0.968,
3.75,-112.329,41.824,2.0,1987,2,25,12,30,33.5,0.146,0.01,Mpred|Xvar,0.939,
3.74,-111.32600000000001,37.601,9.0,1991,1,26,21,49,36.4,0.162,0.01,Mpred|Xvar,0.927,
3.74,-112.553,37.52,4.0,2005,6,24,13,1,33.01,0.05,0.01,Mobs,0.993,
3.74,-110.98200000000001,37.884,7.0,1979,4,30,2,7,10.0,0.17,0.01,Mpred|Xvar,0.919,
3.73,-111.264,42.785,1.0,1994,2,3,11,49,24.9,0.105,0.01,Mpred|Xvar,0.968,
3.73,-112.236,38.341,7.0,1974,11,4,9,2,26.6,0.163,0.01,Mpred|Xvar,0.925,
3.73,-111.166,42.655,0.0,1994,4,2,11,58,37.2,0.105,0.01,Mpred|Xvar,0.968,
3.73,-111.088,42.706,0.0,1994,2,3,9,18,3.8,0.11800000000000001,0.01,Mpred|Xvar,0.960,
3.73,-112.515,37.98,4.0,1998,3,16,5,27,34.38,0.1,0.01,Mobs,0.971,
3.73,-108.116,42.54,17.0,2009,5,17,6,45,18.2,0.05,0.01,Mobs,0.993,
3.73,-113.82,37.157,1.0,1989,5,1,18,35,5.8,0.162,0.01,Mpred|Xvar,0.927,
3.73,-113.15799999999999,41.193999999999996,9.0,1987,9,17,8,31,26.5,0.14,0.01,Mpred|Xvar,0.944,
3.72,-111.5,42.4,49.0,1960,8,7,16,27,16.2,0.281,0.01,Mpred|Xnon,0.794,
3.72,-108.545,36.673,11.0,2005,5,13,21,28,41.9,0.11800000000000001,0.01,Mpred|Xvar,0.960,
3.72,-109.845,36.373000000000005,7.0,1999,3,24,21,7,27.3,0.11800000000000001,0.01,Mpred|Xvar,0.960,
3.71,-113.125,41.211000000000006,11.0,1987,9,26,0,28,2.5,0.153,0.01,Mpred|Xvar,0.934,
3.71,-111.171,42.722,1.0,1994,2,3,10,13,7.5,0.105,0.01,Mpred|Xvar,0.968,
3.71,-111.473,42.011,0.0,1988,11,19,19,46,16.1,0.225,0.01,Mpred|Xi,0.862,
3.71,-113.196,37.728,1.0,1992,6,29,1,12,56.5,0.162,0.01,Mpred|Xvar,0.927,
3.71,-113.323,38.07,6.0,2007,8,18,13,16,30.46,0.05,0.01,Mobs,0.993,
3.71,-111.916,41.901,2.0,2012,7,13,19,53,16.96,0.05,0.01,Mobs,0.993,
3.71,-111.11399999999999,38.037,4.0,2010,5,2,15,0,0.8,0.11800000000000001,0.01,Mpred|Xvar,0.960,
3.7,-111.134,42.76,5.0,1994,2,14,0,6,16.9,0.105,0.01,Mpred|Xvar,0.968,
